Year,Social Security,Social Security (GDP),Medicare,Medicare (GDP),Medicaid,Medicaid (GDP),Income security,Income security (GDP),Major health care programs,Major health care programs (GDP),Male Total Below Poverty Percent,Male Under 18 Below Poverty Percent,Male 18 to 64 Below Poverty Percent,Male 64 and Over Below Poverty Percent,Female Total Below Poverty Percent,Female Under 18 Below Poverty Percent,Female 18 to 64 Below Poverty Percent,Female 64 and Over Below Poverty Percent,Race,Sex,Average Life Expectancy (Years),Age-adjusted Death Rate,All Families Below Poverty (With and Without Children) Percent,All Families Below Poverty (Without Children) Percent
1980,117.1,4.2,34.0,1.2,14.0,0.5,44.3,1.6,45.0,1.6,11.2,18.1,7.9,10.9,14.7,18.6,12.1,19.0,White,Female,78.1,796.0,10.3,14.7
1980,117.1,4.2,34.0,1.2,14.0,0.5,44.3,1.6,45.0,1.6,11.2,18.1,7.9,10.9,14.7,18.6,12.1,19.0,White,Male,70.7,"1,317.4",10.3,14.7
1981,137.9,4.4,41.3,1.3,16.8,0.5,49.8,1.6,54.8,1.7,12.1,19.7,8.9,10.5,15.8,20.4,13.2,18.6,All Races,Both Sexes,74.1,"1,007.0",11.2,15.9
1981,137.9,4.4,41.3,1.3,16.8,0.5,49.8,1.6,54.8,1.7,12.1,19.7,8.9,10.5,15.8,20.4,13.2,18.6,All Races,Female,77.8,792.7,11.2,15.9
1981,137.9,4.4,41.3,1.3,16.8,0.5,49.8,1.6,54.8,1.7,12.1,19.7,8.9,10.5,15.8,20.4,13.2,18.6,All Races,Male,70.4,"1,308.2",11.2,15.9
1981,137.9,4.4,41.3,1.3,16.8,0.5,49.8,1.6,54.8,1.7,12.1,19.7,8.9,10.5,15.8,20.4,13.2,18.6,Black,Both Sexes,68.9,"1,256.5",11.2,15.9
1981,137.9,4.4,41.3,1.3,16.8,0.5,49.8,1.6,54.8,1.7,12.1,19.7,8.9,10.5,15.8,20.4,13.2,18.6,Black,Female,73.2,985.7,11.2,15.9
1981,137.9,4.4,41.3,1.3,16.8,0.5,49.8,1.6,54.8,1.7,12.1,19.7,8.9,10.5,15.8,20.4,13.2,18.6,Black,Male,64.5,"1,626.6",11.2,15.9
1981,137.9,4.4,41.3,1.3,16.8,0.5,49.8,1.6,54.8,1.7,12.1,19.7,8.9,10.5,15.8,20.4,13.2,18.6,White,Both Sexes,74.8,984.0,11.2,15.9
1981,137.9,4.4,41.3,1.3,16.8,0.5,49.8,1.6,54.8,1.7,12.1,19.7,8.9,10.5,15.8,20.4,13.2,18.6,White,Female,78.4,773.6,11.2,15.9
1981,137.9,4.4,41.3,1.3,16.8,0.5,49.8,1.6,54.8,1.7,12.1,19.7,8.9,10.5,15.8,20.4,13.2,18.6,White,Male,71.1,"1,282.4",11.2,15.9
1982,153.9,4.6,49.2,1.5,17.4,0.5,53.1,1.6,62.7,1.9,13.4,21.9,9.9,10.4,16.5,21.9,14.1,17.5,All Races,Both Sexes,74.5,984.9,12.2,17.5
1982,153.9,4.6,49.2,1.5,17.4,0.5,53.1,1.6,62.7,1.9,13.4,21.9,9.9,10.4,16.5,21.9,14.1,17.5,All Races,Female,78.1,776.4,12.2,17.5
1982,153.9,4.6,49.2,1.5,17.4,0.5,53.1,1.6,62.7,1.9,13.4,21.9,9.9,10.4,16.5,21.9,14.1,17.5,All Races,Male,70.8,"1,279.9",12.2,17.5
1982,153.9,4.6,49.2,1.5,17.4,0.5,53.1,1.6,62.7,1.9,13.4,21.9,9.9,10.4,16.5,21.9,14.1,17.5,Black,Both Sexes,69.4,"1,220.1",12.2,17.5
1982,153.9,4.6,49.2,1.5,17.4,0.5,53.1,1.6,62.7,1.9,13.4,21.9,9.9,10.4,16.5,21.9,14.1,17.5,Black,Female,73.6,958.8,12.2,17.5
1982,153.9,4.6,49.2,1.5,17.4,0.5,53.1,1.6,62.7,1.9,13.4,21.9,9.9,10.4,16.5,21.9,14.1,17.5,Black,Male,65.1,"1,580.0",12.2,17.5
1982,153.9,4.6,49.2,1.5,17.4,0.5,53.1,1.6,62.7,1.9,13.4,21.9,9.9,10.4,16.5,21.9,14.1,17.5,White,Both Sexes,75.1,963.5,12.2,17.5
1982,153.9,4.6,49.2,1.5,17.4,0.5,53.1,1.6,62.7,1.9,13.4,21.9,9.9,10.4,16.5,21.9,14.1,17.5,White,Female,78.7,758.6,12.2,17.5
1982,153.9,4.6,49.2,1.5,17.4,0.5,53.1,1.6,62.7,1.9,13.4,21.9,9.9,10.4,16.5,21.9,14.1,17.5,White,Male,71.5,"1,255.9",12.2,17.5
1983,168.5,4.8,55.5,1.6,19.0,0.5,64.2,1.8,70.2,2.0,13.6,21.8,10.4,10.0,16.8,22.8,14.3,16.4,All Races,Both Sexes,74.6,990.0,12.3,17.9
1983,168.5,4.8,55.5,1.6,19.0,0.5,64.2,1.8,70.2,2.0,13.6,21.8,10.4,10.0,16.8,22.8,14.3,16.4,All Races,Female,78.1,783.3,12.3,17.9
1983,168.5,4.8,55.5,1.6,19.0,0.5,64.2,1.8,70.2,2.0,13.6,21.8,10.4,10.0,16.8,22.8,14.3,16.4,All Races,Male,71.0,"1,284.4",12.3,17.9
1983,168.5,4.8,55.5,1.6,19.0,0.5,64.2,1.8,70.2,2.0,13.6,21.8,10.4,10.0,16.8,22.8,14.3,16.4,Black,Both Sexes,69.4,"1,239.8",12.3,17.9
1983,168.5,4.8,55.5,1.6,19.0,0.5,64.2,1.8,70.2,2.0,13.6,21.8,10.4,10.0,16.8,22.8,14.3,16.4,Black,Female,73.5,980.2,12.3,17.9
1983,168.5,4.8,55.5,1.6,19.0,0.5,64.2,1.8,70.2,2.0,13.6,21.8,10.4,10.0,16.8,22.8,14.3,16.4,Black,Male,65.2,"1,600.5",12.3,17.9
1983,168.5,4.8,55.5,1.6,19.0,0.5,64.2,1.8,70.2,2.0,13.6,21.8,10.4,10.0,16.8,22.8,14.3,16.4,White,Both Sexes,75.2,967.4,12.3,17.9
1983,168.5,4.8,55.5,1.6,19.0,0.5,64.2,1.8,70.2,2.0,13.6,21.8,10.4,10.0,16.8,22.8,14.3,16.4,White,Female,78.7,764.1,12.3,17.9
1983,168.5,4.8,55.5,1.6,19.0,0.5,64.2,1.8,70.2,2.0,13.6,21.8,10.4,10.0,16.8,22.8,14.3,16.4,White,Male,71.6,"1,259.8",12.3,17.9
1984,176.1,4.5,61.1,1.5,20.1,0.5,51.8,1.3,76.1,1.9,12.8,20.9,9.8,8.7,15.9,22.1,13.6,15.0,All Races,Both Sexes,74.7,982.1,11.6,17.2
1984,176.1,4.5,61.1,1.5,20.1,0.5,51.8,1.3,76.1,1.9,12.8,20.9,9.8,8.7,15.9,22.1,13.6,15.0,All Races,Female,78.2,779.4,11.6,17.2
1984,176.1,4.5,61.1,1.5,20.1,0.5,51.8,1.3,76.1,1.9,12.8,20.9,9.8,8.7,15.9,22.1,13.6,15.0,All Races,Male,71.1,"1,271.0",11.6,17.2
1984,176.1,4.5,61.1,1.5,20.1,0.5,51.8,1.3,76.1,1.9,12.8,20.9,9.8,8.7,15.9,22.1,13.6,15.0,Black,Both Sexes,69.5,"1,234.5",11.6,17.2
1984,176.1,4.5,61.1,1.5,20.1,0.5,51.8,1.3,76.1,1.9,12.8,20.9,9.8,8.7,15.9,22.1,13.6,15.0,Black,Female,73.6,974.9,11.6,17.2
1984,176.1,4.5,61.1,1.5,20.1,0.5,51.8,1.3,76.1,1.9,12.8,20.9,9.8,8.7,15.9,22.1,13.6,15.0,Black,Male,65.3,"1,597.1",11.6,17.2
1984,176.1,4.5,61.1,1.5,20.1,0.5,51.8,1.3,76.1,1.9,12.8,20.9,9.8,8.7,15.9,22.1,13.6,15.0,White,Both Sexes,75.3,959.4,11.6,17.2
1984,176.1,4.5,61.1,1.5,20.1,0.5,51.8,1.3,76.1,1.9,12.8,20.9,9.8,8.7,15.9,22.1,13.6,15.0,White,Female,78.7,760.5,11.6,17.2
1984,176.1,4.5,61.1,1.5,20.1,0.5,51.8,1.3,76.1,1.9,12.8,20.9,9.8,8.7,15.9,22.1,13.6,15.0,White,Male,71.8,"1,245.5",11.6,17.2
1985,186.4,4.4,69.7,1.6,22.7,0.5,52.6,1.2,86.7,2.0,12.3,20.3,9.3,8.5,15.6,21.1,13.3,15.6,All Races,Both Sexes,74.7,987.8,11.4,16.7
1985,186.4,4.4,69.7,1.6,22.7,0.5,52.6,1.2,86.7,2.0,12.3,20.3,9.3,8.5,15.6,21.1,13.3,15.6,All Races,Female,78.2,784.2,11.4,16.7
1985,186.4,4.4,69.7,1.6,22.7,0.5,52.6,1.2,86.7,2.0,12.3,20.3,9.3,8.5,15.6,21.1,13.3,15.6,All Races,Male,71.1,"1,277.6",11.4,16.7
1985,186.4,4.4,69.7,1.6,22.7,0.5,52.6,1.2,86.7,2.0,12.3,20.3,9.3,8.5,15.6,21.1,13.3,15.6,Black,Both Sexes,69.3,"1,259.1",11.4,16.7
1985,186.4,4.4,69.7,1.6,22.7,0.5,52.6,1.2,86.7,2.0,12.3,20.3,9.3,8.5,15.6,21.1,13.3,15.6,Black,Female,73.4,992.2,11.4,16.7
1985,186.4,4.4,69.7,1.6,22.7,0.5,52.6,1.2,86.7,2.0,12.3,20.3,9.3,8.5,15.6,21.1,13.3,15.6,Black,Male,65.0,"1,632.9",11.4,16.7
1985,186.4,4.4,69.7,1.6,22.7,0.5,52.6,1.2,86.7,2.0,12.3,20.3,9.3,8.5,15.6,21.1,13.3,15.6,White,Both Sexes,75.3,963.4,11.4,16.7
1985,186.4,4.4,69.7,1.6,22.7,0.5,52.6,1.2,86.7,2.0,12.3,20.3,9.3,8.5,15.6,21.1,13.3,15.6,White,Female,78.7,764.2,11.4,16.7
1985,186.4,4.4,69.7,1.6,22.7,0.5,52.6,1.2,86.7,2.0,12.3,20.3,9.3,8.5,15.6,21.1,13.3,15.6,White,Male,71.8,"1,249.5",11.4,16.7
1986,196.5,4.3,74.2,1.6,25.0,0.6,54.5,1.2,93.4,2.1,11.8,20.5,8.5,8.4,15.2,20.4,13.1,15.2,All Races,Both Sexes,74.7,978.4,10.9,16.3
1986,196.5,4.3,74.2,1.6,25.0,0.6,54.5,1.2,93.4,2.1,11.8,20.5,8.5,8.4,15.2,20.4,13.1,15.2,All Races,Female,78.2,778.5,10.9,16.3
1986,196.5,4.3,74.2,1.6,25.0,0.6,54.5,1.2,93.4,2.1,11.8,20.5,8.5,8.4,15.2,20.4,13.1,15.2,All Races,Male,71.2,"1,261.5",10.9,16.3
1986,196.5,4.3,74.2,1.6,25.0,0.6,54.5,1.2,93.4,2.1,11.8,20.5,8.5,8.4,15.2,20.4,13.1,15.2,Black,Both Sexes,69.1,"1,264.6",10.9,16.3
1986,196.5,4.3,74.2,1.6,25.0,0.6,54.5,1.2,93.4,2.1,11.8,20.5,8.5,8.4,15.2,20.4,13.1,15.2,Black,Female,73.4,992.7,10.9,16.3
1986,196.5,4.3,74.2,1.6,25.0,0.6,54.5,1.2,93.4,2.1,11.8,20.5,8.5,8.4,15.2,20.4,13.1,15.2,Black,Male,64.8,"1,648.4",10.9,16.3
1986,196.5,4.3,74.2,1.6,25.0,0.6,54.5,1.2,93.4,2.1,11.8,20.5,8.5,8.4,15.2,20.4,13.1,15.2,White,Both Sexes,75.4,952.8,10.9,16.3
1986,196.5,4.3,74.2,1.6,25.0,0.6,54.5,1.2,93.4,2.1,11.8,20.5,8.5,8.4,15.2,20.4,13.1,15.2,White,Female,78.8,758.0,10.9,16.3
1986,196.5,4.3,74.2,1.6,25.0,0.6,54.5,1.2,93.4,2.1,11.8,20.5,8.5,8.4,15.2,20.4,13.1,15.2,White,Male,71.9,"1,230.5",10.9,16.3
1987,205.1,4.3,79.9,1.7,27.4,0.6,55.3,1.2,100.8,2.1,11.8,20.3,8.5,8.6,14.9,20.3,12.6,15.3,All Races,Both Sexes,74.9,969.6,10.7,16.1
1987,205.1,4.3,79.9,1.7,27.4,0.6,55.3,1.2,100.8,2.1,11.8,20.3,8.5,8.6,14.9,20.3,12.6,15.3,All Races,Female,78.3,773.8,10.7,16.1
1987,205.1,4.3,79.9,1.7,27.4,0.6,55.3,1.2,100.8,2.1,11.8,20.3,8.5,8.6,14.9,20.3,12.6,15.3,All Races,Male,71.4,"1,245.7",10.7,16.1
1987,205.1,4.3,79.9,1.7,27.4,0.6,55.3,1.2,100.8,2.1,11.8,20.3,8.5,8.6,14.9,20.3,12.6,15.3,Black,Both Sexes,69.1,"1,260.9",10.7,16.1
1987,205.1,4.3,79.9,1.7,27.4,0.6,55.3,1.2,100.8,2.1,11.8,20.3,8.5,8.6,14.9,20.3,12.6,15.3,Black,Female,73.4,988.4,10.7,16.1
1987,205.1,4.3,79.9,1.7,27.4,0.6,55.3,1.2,100.8,2.1,11.8,20.3,8.5,8.6,14.9,20.3,12.6,15.3,Black,Male,64.7,"1,646.3",10.7,16.1
1987,205.1,4.3,79.9,1.7,27.4,0.6,55.3,1.2,100.8,2.1,11.8,20.3,8.5,8.6,14.9,20.3,12.6,15.3,White,Both Sexes,75.6,943.2,10.7,16.1
1987,205.1,4.3,79.9,1.7,27.4,0.6,55.3,1.2,100.8,2.1,11.8,20.3,8.5,8.6,14.9,20.3,12.6,15.3,White,Female,78.9,753.2,10.7,16.1
1987,205.1,4.3,79.9,1.7,27.4,0.6,55.3,1.2,100.8,2.1,11.8,20.3,8.5,8.6,14.9,20.3,12.6,15.3,White,Male,72.1,"1,213.1",10.7,16.1
1988,216.8,4.2,85.7,1.7,30.5,0.6,57.5,1.1,107.4,2.1,11.5,19.8,8.4,8.0,14.5,19.3,12.5,14.9,All Races,Both Sexes,74.9,975.1,10.4,15.7
1988,216.8,4.2,85.7,1.7,30.5,0.6,57.5,1.1,107.4,2.1,11.5,19.8,8.4,8.0,14.5,19.3,12.5,14.9,All Races,Female,78.3,780.5,10.4,15.7
1988,216.8,4.2,85.7,1.7,30.5,0.6,57.5,1.1,107.4,2.1,11.5,19.8,8.4,8.0,14.5,19.3,12.5,14.9,All Races,Male,71.4,"1,250.0",10.4,15.7
1988,216.8,4.2,85.7,1.7,30.5,0.6,57.5,1.1,107.4,2.1,11.5,19.8,8.4,8.0,14.5,19.3,12.5,14.9,Black,Both Sexes,68.9,"1,281.9",10.4,15.7
1988,216.8,4.2,85.7,1.7,30.5,0.6,57.5,1.1,107.4,2.1,11.5,19.8,8.4,8.0,14.5,19.3,12.5,14.9,Black,Female,73.2,"1,005.4",10.4,15.7
1988,216.8,4.2,85.7,1.7,30.5,0.6,57.5,1.1,107.4,2.1,11.5,19.8,8.4,8.0,14.5,19.3,12.5,14.9,Black,Male,64.4,"1,673.1",10.4,15.7
1988,216.8,4.2,85.7,1.7,30.5,0.6,57.5,1.1,107.4,2.1,11.5,19.8,8.4,8.0,14.5,19.3,12.5,14.9,White,Both Sexes,75.6,947.2,10.4,15.7
1988,216.8,4.2,85.7,1.7,30.5,0.6,57.5,1.1,107.4,2.1,11.5,19.8,8.4,8.0,14.5,19.3,12.5,14.9,White,Female,78.9,758.7,10.4,15.7
1988,216.8,4.2,85.7,1.7,30.5,0.6,57.5,1.1,107.4,2.1,11.5,19.8,8.4,8.0,14.5,19.3,12.5,14.9,White,Male,72.2,"1,215.5",10.4,15.7
1989,230.4,4.1,93.2,1.7,34.6,0.6,61.1,1.1,117.3,2.1,11.2,19.5,8.1,7.8,14.4,19.8,12.3,13.9,All Races,Both Sexes,75.1,949.9,10.3,15.5
1989,230.4,4.1,93.2,1.7,34.6,0.6,61.1,1.1,117.3,2.1,11.2,19.5,8.1,7.8,14.4,19.8,12.3,13.9,All Races,Female,78.5,761.3,10.3,15.5
1989,230.4,4.1,93.2,1.7,34.6,0.6,61.1,1.1,117.3,2.1,11.2,19.5,8.1,7.8,14.4,19.8,12.3,13.9,All Races,Male,71.7,"1,214.2",10.3,15.5
1989,230.4,4.1,93.2,1.7,34.6,0.6,61.1,1.1,117.3,2.1,11.2,19.5,8.1,7.8,14.4,19.8,12.3,13.9,Black,Both Sexes,68.8,"1,273.5",10.3,15.5
1989,230.4,4.1,93.2,1.7,34.6,0.6,61.1,1.1,117.3,2.1,11.2,19.5,8.1,7.8,14.4,19.8,12.3,13.9,Black,Female,73.3,995.8,10.3,15.5
1989,230.4,4.1,93.2,1.7,34.6,0.6,61.1,1.1,117.3,2.1,11.2,19.5,8.1,7.8,14.4,19.8,12.3,13.9,Black,Male,64.3,"1,666.1",10.3,15.5
1989,230.4,4.1,93.2,1.7,34.6,0.6,61.1,1.1,117.3,2.1,11.2,19.5,8.1,7.8,14.4,19.8,12.3,13.9,White,Both Sexes,75.9,919.8,10.3,15.5
1989,230.4,4.1,93.2,1.7,34.6,0.6,61.1,1.1,117.3,2.1,11.2,19.5,8.1,7.8,14.4,19.8,12.3,13.9,White,Female,79.2,738.3,10.3,15.5
1989,230.4,4.1,93.2,1.7,34.6,0.6,61.1,1.1,117.3,2.1,11.2,19.5,8.1,7.8,14.4,19.8,12.3,13.9,White,Male,72.5,"1,176.0",10.3,15.5
1990,246.5,4.2,107.0,1.8,41.1,0.7,68.7,1.2,136.9,2.3,11.7,20.5,8.5,7.6,15.2,20.8,12.9,15.4,All Races,Both Sexes,75.4,938.0,10.7,16.4
1990,246.5,4.2,107.0,1.8,41.1,0.7,68.7,1.2,136.9,2.3,11.7,20.5,8.5,7.6,15.2,20.8,12.9,15.4,All Races,Female,78.8,750.3,10.7,16.4
1990,246.5,4.2,107.0,1.8,41.1,0.7,68.7,1.2,136.9,2.3,11.7,20.5,8.5,7.6,15.2,20.8,12.9,15.4,All Races,Male,71.8,"1,202.0",10.7,16.4
1990,246.5,4.2,107.0,1.8,41.1,0.7,68.7,1.2,136.9,2.3,11.7,20.5,8.5,7.6,15.2,20.8,12.9,15.4,Black,Both Sexes,69.1,"1,248.5",10.7,16.4
1990,246.5,4.2,107.0,1.8,41.1,0.7,68.7,1.2,136.9,2.3,11.7,20.5,8.5,7.6,15.2,20.8,12.9,15.4,Black,Female,73.6,973.6,10.7,16.4
1990,246.5,4.2,107.0,1.8,41.1,0.7,68.7,1.2,136.9,2.3,11.7,20.5,8.5,7.6,15.2,20.8,12.9,15.4,Black,Male,64.5,"1,642.4",10.7,16.4
1990,246.5,4.2,107.0,1.8,41.1,0.7,68.7,1.2,136.9,2.3,11.7,20.5,8.5,7.6,15.2,20.8,12.9,15.4,White,Both Sexes,76.1,909.2,10.7,16.4
1990,246.5,4.2,107.0,1.8,41.1,0.7,68.7,1.2,136.9,2.3,11.7,20.5,8.5,7.6,15.2,20.8,12.9,15.4,White,Female,79.4,728.3,10.7,16.4
1990,246.5,4.2,107.0,1.8,41.1,0.7,68.7,1.2,136.9,2.3,11.7,20.5,8.5,7.6,15.2,20.8,12.9,15.4,White,Male,72.7,"1,165.3",10.7,16.4
1991,266.8,4.4,114.2,1.9,52.5,0.9,86.9,1.4,154.6,2.5,12.3,21.3,9.0,7.9,16.0,22.2,13.6,15.5,All Races,Both Sexes,75.5,921.9,11.5,17.7
1991,266.8,4.4,114.2,1.9,52.5,0.9,86.9,1.4,154.6,2.5,12.3,21.3,9.0,7.9,16.0,22.2,13.6,15.5,All Races,Female,78.9,737.9,11.5,17.7
1991,266.8,4.4,114.2,1.9,52.5,0.9,86.9,1.4,154.6,2.5,12.3,21.3,9.0,7.9,16.0,22.2,13.6,15.5,All Races,Male,72.0,"1,180.2",11.5,17.7
1991,266.8,4.4,114.2,1.9,52.5,0.9,86.9,1.4,154.6,2.5,12.3,21.3,9.0,7.9,16.0,22.2,13.6,15.5,Black,Both Sexes,69.3,"1,233.6",11.5,17.7
1991,266.8,4.4,114.2,1.9,52.5,0.9,86.9,1.4,154.6,2.5,12.3,21.3,9.0,7.9,16.0,22.2,13.6,15.5,Black,Female,73.8,961.8,11.5,17.7
1991,266.8,4.4,114.2,1.9,52.5,0.9,86.9,1.4,154.6,2.5,12.3,21.3,9.0,7.9,16.0,22.2,13.6,15.5,Black,Male,64.6,"1,624.1",11.5,17.7
1991,266.8,4.4,114.2,1.9,52.5,0.9,86.9,1.4,154.6,2.5,12.3,21.3,9.0,7.9,16.0,22.2,13.6,15.5,White,Both Sexes,76.3,893.0,11.5,17.7
1991,266.8,4.4,114.2,1.9,52.5,0.9,86.9,1.4,154.6,2.5,12.3,21.3,9.0,7.9,16.0,22.2,13.6,15.5,White,Female,79.6,715.9,11.5,17.7
1991,266.8,4.4,114.2,1.9,52.5,0.9,86.9,1.4,154.6,2.5,12.3,21.3,9.0,7.9,16.0,22.2,13.6,15.5,White,Male,72.9,"1,142.8",11.5,17.7
1992,285.2,4.4,129.4,2.0,67.8,1.1,110.8,1.7,184.0,2.9,12.9,21.9,9.6,8.8,16.6,22.8,14.2,15.8,All Races,Both Sexes,75.8,905.3,11.9,18.0
1992,285.2,4.4,129.4,2.0,67.8,1.1,110.8,1.7,184.0,2.9,12.9,21.9,9.6,8.8,16.6,22.8,14.2,15.8,All Races,Female,79.1,725.3,11.9,18.0
1992,285.2,4.4,129.4,2.0,67.8,1.1,110.8,1.7,184.0,2.9,12.9,21.9,9.6,8.8,16.6,22.8,14.2,15.8,All Races,Male,72.3,"1,158.0",11.9,18.0
1992,285.2,4.4,129.4,2.0,67.8,1.1,110.8,1.7,184.0,2.9,12.9,21.9,9.6,8.8,16.6,22.8,14.2,15.8,Black,Both Sexes,69.6,"1,205.3",11.9,18.0
1992,285.2,4.4,129.4,2.0,67.8,1.1,110.8,1.7,184.0,2.9,12.9,21.9,9.6,8.8,16.6,22.8,14.2,15.8,Black,Female,73.9,941.4,11.9,18.0
1992,285.2,4.4,129.4,2.0,67.8,1.1,110.8,1.7,184.0,2.9,12.9,21.9,9.6,8.8,16.6,22.8,14.2,15.8,Black,Male,65.0,"1,586.2",11.9,18.0
1992,285.2,4.4,129.4,2.0,67.8,1.1,110.8,1.7,184.0,2.9,12.9,21.9,9.6,8.8,16.6,22.8,14.2,15.8,White,Both Sexes,76.5,877.5,11.9,18.0
1992,285.2,4.4,129.4,2.0,67.8,1.1,110.8,1.7,184.0,2.9,12.9,21.9,9.6,8.8,16.6,22.8,14.2,15.8,White,Female,79.8,703.9,11.9,18.0
1992,285.2,4.4,129.4,2.0,67.8,1.1,110.8,1.7,184.0,2.9,12.9,21.9,9.6,8.8,16.6,22.8,14.2,15.8,White,Male,73.2,"1,122.2",11.9,18.0
1993,302,4.5,143.2,2.1,75.8,1.1,117.1,1.7,203.7,3.0,13.3,22.7,10.0,7.9,16.9,22.7,14.8,15.2,All Races,Both Sexes,75.5,925.8,12.3,18.5
1993,302,4.5,143.2,2.1,75.8,1.1,117.1,1.7,203.7,3.0,13.3,22.7,10.0,7.9,16.9,22.7,14.8,15.2,All Races,Female,78.8,745.6,12.3,18.5
1993,302,4.5,143.2,2.1,75.8,1.1,117.1,1.7,203.7,3.0,13.3,22.7,10.0,7.9,16.9,22.7,14.8,15.2,All Races,Male,72.2,"1,177.0",12.3,18.5
1993,302,4.5,143.2,2.1,75.8,1.1,117.1,1.7,203.7,3.0,13.3,22.7,10.0,7.9,16.9,22.7,14.8,15.2,Black,Both Sexes,69.2,"1,240.2",12.3,18.5
1993,302,4.5,143.2,2.1,75.8,1.1,117.1,1.7,203.7,3.0,13.3,22.7,10.0,7.9,16.9,22.7,14.8,15.2,Black,Female,73.7,968.6,12.3,18.5
1993,302,4.5,143.2,2.1,75.8,1.1,117.1,1.7,203.7,3.0,13.3,22.7,10.0,7.9,16.9,22.7,14.8,15.2,Black,Male,64.6,"1,631.1",12.3,18.5
1993,302,4.5,143.2,2.1,75.8,1.1,117.1,1.7,203.7,3.0,13.3,22.7,10.0,7.9,16.9,22.7,14.8,15.2,White,Both Sexes,76.3,896.8,12.3,18.5
1993,302,4.5,143.2,2.1,75.8,1.1,117.1,1.7,203.7,3.0,13.3,22.7,10.0,7.9,16.9,22.7,14.8,15.2,White,Female,79.5,723.9,12.3,18.5
1993,302,4.5,143.2,2.1,75.8,1.1,117.1,1.7,203.7,3.0,13.3,22.7,10.0,7.9,16.9,22.7,14.8,15.2,White,Male,73.1,"1,138.7",12.3,18.5
1994,316.9,4.4,159.6,2.2,82.0,1.1,116.1,1.6,223.9,3.1,12.8,21.4,9.7,7.2,16.3,22.2,14.0,14.9,All Races,Both Sexes,75.7,913.2,11.6,17.4
1994,316.9,4.4,159.6,2.2,82.0,1.1,116.1,1.6,223.9,3.1,12.8,21.4,9.7,7.2,16.3,22.2,14.0,14.9,All Races,Female,79.0,738.3,11.6,17.4
1994,316.9,4.4,159.6,2.2,82.0,1.1,116.1,1.6,223.9,3.1,12.8,21.4,9.7,7.2,16.3,22.2,14.0,14.9,All Races,Male,72.4,"1,155.1",11.6,17.4
1994,316.9,4.4,159.6,2.2,82.0,1.1,116.1,1.6,223.9,3.1,12.8,21.4,9.7,7.2,16.3,22.2,14.0,14.9,Black,Both Sexes,69.5,"1,216.2",11.6,17.4
1994,316.9,4.4,159.6,2.2,82.0,1.1,116.1,1.6,223.9,3.1,12.8,21.4,9.7,7.2,16.3,22.2,14.0,14.9,Black,Female,73.9,954.0,11.6,17.4
1994,316.9,4.4,159.6,2.2,82.0,1.1,116.1,1.6,223.9,3.1,12.8,21.4,9.7,7.2,16.3,22.2,14.0,14.9,Black,Male,64.9,"1,591.9",11.6,17.4
1994,316.9,4.4,159.6,2.2,82.0,1.1,116.1,1.6,223.9,3.1,12.8,21.4,9.7,7.2,16.3,22.2,14.0,14.9,White,Both Sexes,76.5,885.3,11.6,17.4
1994,316.9,4.4,159.6,2.2,82.0,1.1,116.1,1.6,223.9,3.1,12.8,21.4,9.7,7.2,16.3,22.2,14.0,14.9,White,Female,79.6,717.3,11.6,17.4
1994,316.9,4.4,159.6,2.2,82.0,1.1,116.1,1.6,223.9,3.1,12.8,21.4,9.7,7.2,16.3,22.2,14.0,14.9,White,Male,73.3,"1,118.4",11.6,17.4
1995,333.3,4.4,177.1,2.3,89.1,1.2,116.6,1.5,246.0,3.3,12.2,20.4,9.4,6.2,15.4,21.2,13.3,13.6,All Races,Both Sexes,75.8,909.5,10.8,16.3
1995,333.3,4.4,177.1,2.3,89.1,1.2,116.6,1.5,246.0,3.3,12.2,20.4,9.4,6.2,15.4,21.2,13.3,13.6,All Races,Female,78.9,739.2,10.8,16.3
1995,333.3,4.4,177.1,2.3,89.1,1.2,116.6,1.5,246.0,3.3,12.2,20.4,9.4,6.2,15.4,21.2,13.3,13.6,All Races,Male,72.5,"1,143.6",10.8,16.3
1995,333.3,4.4,177.1,2.3,89.1,1.2,116.6,1.5,246.0,3.3,12.2,20.4,9.4,6.2,15.4,21.2,13.3,13.6,Black,Both Sexes,69.6,"1,213.6",10.8,16.3
1995,333.3,4.4,177.1,2.3,89.1,1.2,116.6,1.5,246.0,3.3,12.2,20.4,9.4,6.2,15.4,21.2,13.3,13.6,Black,Female,73.9,955.7,10.8,16.3
1995,333.3,4.4,177.1,2.3,89.1,1.2,116.6,1.5,246.0,3.3,12.2,20.4,9.4,6.2,15.4,21.2,13.3,13.6,Black,Male,65.2,"1,585.2",10.8,16.3
1995,333.3,4.4,177.1,2.3,89.1,1.2,116.6,1.5,246.0,3.3,12.2,20.4,9.4,6.2,15.4,21.2,13.3,13.6,White,Both Sexes,76.5,882.0,10.8,16.3
1995,333.3,4.4,177.1,2.3,89.1,1.2,116.6,1.5,246.0,3.3,12.2,20.4,9.4,6.2,15.4,21.2,13.3,13.6,White,Female,79.6,718.4,10.8,16.3
1995,333.3,4.4,177.1,2.3,89.1,1.2,116.6,1.5,246.0,3.3,12.2,20.4,9.4,6.2,15.4,21.2,13.3,13.6,White,Male,73.4,"1,107.2",10.8,16.3
